"lon","lat","source","color","data_evento","data_fine_traiettoria","meteo","recettore","data_inizio_traiettoria","uid","geometry"
10.321359,43.581684,"Costiero gas","#ff0000","2020-04-24 20:00:00","2020-04-24 20:50:00","eni","R20","2020-04-24 18:50:00",5,"POLYGON ((10.32022058596865 43.58328977025425, 10.32040987667521 43.58335506106773, 10.32063904210606 43.58341485957953, 10.320875141125 43.5834579889674, 10.3211158999694 43.58348403387175, 10.321359 43.58349274346592, 10.32160210003059 43.58348403387175, 10.321842858875 43.5834579889674, 10.32193096690262 43.58344189383361, 10.32022058596865 43.58328977025425))"
10.3201203983695,43.58611844865335,"Costieri D’Alesio","#00ff00","2020-04-24 20:00:00","2020-04-24 20:50:00","eni","R20","2020-04-24 18:50:00",5,"POLYGON ((10.32563070651434 43.58403804954799, 10.32559581059604 43.58398424638197, 10.32540391847468 43.58375078281475, 10.31925986012837 43.58320432200662, 10.31609624075083 43.58267524552314, 10.31576298387057 43.58289550555904, 10.31921472908517 43.58347233855429, 10.32563070651434 43.58403804954799))"
10.338633999999999,43.587334000000006,"Raffineria ENI","#ffff00","2020-04-24 20:00:00","2020-04-24 20:50:00","eni","R20","2020-04-24 18:50:00",5,"POLYGON ((10.32715940820397 43.58390691843099, 10.32703433879389 43.58416181092658, 10.32822771112836 43.58426703321837, 10.33680805391377 43.58652808462956, 10.3472229 43.589748, 10.33696460827113 43.5862832194977, 10.32835437778615 43.5840132006319, 10.32715940820397 43.58390691843099))"
10.316178,43.583814000000004,"Depositi Neri","#00ffff","2020-04-24 20:00:00","2020-04-24 20:50:00","eni","R20","2020-04-24 18:50:00",5,"POLYGON ((10.31857790402588 43.58336591653194, 10.31855146707815 43.58328894948676, 10.31846946747473 43.5831218238422, 10.31843332323882 43.58306609386385, 10.31459251695126 43.58242376618728, 10.31442418672323 43.58253502522983, 10.31428345768755 43.58264825685826, 10.31857790402588 43.58336591653194))"
10.316142,43.582406,"SAI","#ff00ff","2020-04-24 20:00:00","2020-04-24 20:50:00","eni","R20","2020-04-24 18:50:00",5,"POLYGON ((10.31367097662274 43.58226964988624, 10.31366179148572 43.582406, 10.31367121868867 43.58254594349688, 10.31828183997014 43.58331644025097, 10.31832934862876 43.58325863576759, 10.3184334138827 43.5830981761578, 10.31844795407854 43.58306854069209, 10.31367097662274 43.58226964988624))"
10.321359,43.581684,"Costiero gas","#ff0000","2020-04-24 20:00:00","2020-04-24 21:00:00","eni","R20","2020-04-24 19:00:00",6,"POLYGON ((10.31901016031305 43.58225907489845, 10.31906761359693 43.58237617615781, 10.31917167760287 43.58253663576759, 10.31917423972935 43.58253975318193, 10.32045606987301 43.58265277805274, 10.32264283308538 43.58322903902721, 10.32273691349748 43.58318791522836, 10.32293240875556 43.58308217760661, 10.32300134695445 43.58303661080933, 10.32058273312465 43.58239894538858, 10.31901016031305 43.58225907489845))"
10.3201203983695,43.58611844865335,"Costieri D’Alesio","#00ff00","2020-04-24 20:00:00","2020-04-24 21:00:00","eni","R20","2020-04-24 19:00:00",6,"POLYGON ((10.32561377843024 43.58401194951785, 10.32559581059604 43.58398424638197, 10.32531919976892 43.58364771067652, 10.32058273312465 43.58239894538858, 10.31725855103262 43.58210328023715, 10.31719372956049 43.58212563703945, 10.31673778889816 43.58232492008425, 10.32045606987301 43.58265277805274, 10.32561377843024 43.58401194951785))"
10.338633999999999,43.587334000000006,"Raffineria ENI","#ffff00","2020-04-24 20:00:00","2020-04-24 21:00:00","eni","R20","2020-04-24 19:00:00",6,"POLYGON ((10.32706123478009 43.58410699668352, 10.32693680023055 43.58436059532805, 10.32903641346043 43.58491389033458, 10.33934917904054 43.58839352119723, 10.3472229 43.589748, 10.3394512553385 43.58813389854008, 10.32919296360963 43.58466902512488, 10.32706123478009 43.58410699668352))"
10.316178,43.583814000000004,"Depositi Neri","#00ffff","2020-04-24 20:00:00","2020-04-24 21:00:00","eni","R20","2020-04-24 19:00:00",6,"POLYGON ((10.31774810249651 43.58241400409005, 10.31755596224951 43.58231008477164, 10.31734718954487 43.58221883067566, 10.31712715690577 43.58214293893228, 10.31689798336681 43.58208314042048, 10.31677069138714 43.58205988818101, 10.31616264799313 43.5820058065341, 10.31593489136827 43.58201396612826, 10.31569412400556 43.58204001103261, 10.31545801663319 43.58208314042048, 10.31522884309423 43.58214293893228, 10.31511586216839 43.58218190733018, 10.31774810249651 43.58241400409005))"
10.316142,43.582406,"SAI","#ff00ff","2020-04-24 20:00:00","2020-04-24 21:00:00","eni","R20","2020-04-24 19:00:00",6,"POLYGON ((10.31862220851428 43.582406, 10.31861026563237 43.58222871213788, 10.31860918733694 43.5822234108667, 10.3138099963374 43.58179655292259, 10.31376858843166 43.58188094948676, 10.31370944799686 43.58205313165479, 10.31370849572609 43.5820578133454, 10.31861651112835 43.582490575681, 10.31862220851428 43.582406))"
