"recettore","data_evento","source","meteo","numero_intersezioni"
"R5","2019-07-14 22:30:00","Toscopetrol","eni",1
"R5","2019-07-22 02:15:00","Costieri D’Alesio","eni",1
"R5","2019-07-22 02:15:00","Costieri D’Alesio","ispra",1
"R5","2019-07-22 02:15:00","Costieri D’Alesio","lamma",1
"R5","2019-07-22 02:15:00","Costiero gas","ispra",1
"R5","2019-07-22 02:15:00","Costiero gas","lamma",1
"R5","2019-07-22 02:15:00","Depositi Costieri del Tirreno","ispra",1
"R5","2019-07-22 02:15:00","Depositi Costieri del Tirreno","lamma",1
"R5","2019-07-22 02:15:00","Raffineria ENI","eni",1
"R5","2019-07-22 02:15:00","SAI","ispra",1
"R5","2019-07-22 02:15:00","SAI","lamma",1
"R5","2019-07-22 02:15:00","Toscopetrol","ispra",1
"R5","2019-07-22 02:15:00","Toscopetrol","lamma",1
"R5","2019-07-25 03:30:00","Costieri D’Alesio","eni",1
"R5","2019-07-25 03:30:00","Depositi Neri","eni",1
"R5","2019-07-25 03:30:00","Raffineria ENI","eni",1
"R5","2019-08-13 07:17:00","Costieri D’Alesio","eni",6
"R5","2019-08-13 07:17:00","Costiero gas","eni",3
"R5","2019-08-13 07:17:00","Depositi Neri","eni",5
"R5","2019-08-13 07:17:00","Raffineria ENI","eni",7
"R5","2019-08-13 07:17:00","SAI","eni",3
"R5","2019-08-19 00:00:00","Costieri D’Alesio","eni",6
"R5","2019-08-19 00:00:00","Costieri D’Alesio","ispra",17
"R5","2019-08-19 00:00:00","Costieri D’Alesio","lamma",10
"R5","2019-08-19 00:00:00","Costiero gas","ispra",5
"R5","2019-08-19 00:00:00","Costiero gas","lamma",1
"R5","2019-08-19 00:00:00","Depositi Costieri del Tirreno","eni",3
"R5","2019-08-19 00:00:00","Depositi Costieri del Tirreno","ispra",9
"R5","2019-08-19 00:00:00","Depositi Costieri del Tirreno","lamma",8
"R5","2019-08-19 00:00:00","Depositi Neri","eni",1
"R5","2019-08-19 00:00:00","Depositi Neri","ispra",5
"R5","2019-08-19 00:00:00","Depositi Neri","lamma",1
"R5","2019-08-19 00:00:00","Raffineria ENI","eni",3
"R5","2019-08-19 00:00:00","Raffineria ENI","ispra",15
"R5","2019-08-19 00:00:00","Raffineria ENI","lamma",9
"R5","2019-08-19 00:00:00","SAI","ispra",5
"R5","2019-08-19 00:00:00","SAI","lamma",4
"R5","2019-08-19 00:00:00","Toscopetrol","eni",4
"R5","2019-08-19 00:00:00","Toscopetrol","ispra",11
"R5","2019-08-19 00:00:00","Toscopetrol","lamma",7
"R5","2019-09-19 02:00:00","Costieri D’Alesio","eni",2
"R5","2019-09-19 02:00:00","Costieri D’Alesio","ispra",7
"R5","2019-09-19 02:00:00","Costiero gas","ispra",1
"R5","2019-09-19 02:00:00","Depositi Costieri del Tirreno","eni",1
"R5","2019-09-19 02:00:00","Depositi Costieri del Tirreno","ispra",5
"R5","2019-09-19 02:00:00","Depositi Neri","ispra",2
"R5","2019-09-19 02:00:00","Raffineria ENI","eni",4
"R5","2019-09-19 02:00:00","Raffineria ENI","ispra",7
"R5","2019-09-19 02:00:00","SAI","ispra",1
"R5","2019-09-19 02:00:00","Toscopetrol","eni",2
"R5","2019-09-19 02:00:00","Toscopetrol","ispra",5
"R6","2019-07-02 01:04:00","Costieri D’Alesio","eni",1
"R6","2019-07-02 01:04:00","Depositi Costieri del Tirreno","eni",1
"R6","2019-07-02 01:04:00","Raffineria ENI","eni",1
"R6","2019-07-05 01:40:00","Costiero gas","eni",1
"R6","2019-07-05 01:40:00","SAI","eni",1
"R6","2019-07-05 01:40:00","SAI","ispra",1
"R6","2020-01-08 22:04:00","Costieri D’Alesio","eni",1
"R6","2020-01-08 22:04:00","Costieri D’Alesio","ispra",1
"R6","2020-01-08 22:04:00","Costieri D’Alesio","lamma",1
"R6","2020-01-08 22:04:00","Costiero gas","ispra",1
"R6","2020-01-08 22:04:00","Costiero gas","lamma",1
"R6","2020-01-08 22:04:00","Depositi Costieri del Tirreno","eni",1
"R6","2020-01-08 22:04:00","Depositi Neri","ispra",1
"R6","2020-01-08 22:04:00","Depositi Neri","lamma",1
"R6","2020-01-08 22:04:00","Raffineria ENI","ispra",1
"R6","2020-01-08 22:04:00","Raffineria ENI","lamma",1
"R6","2020-01-08 22:04:00","SAI","ispra",1
"R6","2020-01-08 22:04:00","SAI","lamma",1
"R7","2019-07-02 03:24:00","Depositi Neri","ispra",1
"R7","2019-07-02 03:24:00","SAI","ispra",1
"R7","2019-07-02 03:24:00","SAI","lamma",1
"R7","2019-08-23 20:00:00","Costieri D’Alesio","eni",1
"R7","2019-08-23 20:00:00","Costieri D’Alesio","lamma",1
"R7","2019-08-23 20:00:00","Depositi Costieri del Tirreno","eni",1
"R7","2019-08-23 20:00:00","Raffineria ENI","eni",1
"R7","2019-08-23 20:00:00","Toscopetrol","eni",1
"R7","2019-08-23 20:00:00","Toscopetrol","lamma",1
"R8","2019-07-02 03:00:00","Costiero gas","ispra",1
"R8","2019-07-02 03:00:00","Costiero gas","lamma",1
"R8","2019-07-02 03:00:00","Depositi Neri","lamma",1
"R8","2019-07-02 03:00:00","Raffineria ENI","lamma",1
"R8","2019-07-02 03:00:00","SAI","ispra",1
"R8","2019-07-02 03:00:00","SAI","lamma",1
"R9","2019-07-02 00:00:00","Costieri D’Alesio","eni",36
"R9","2019-07-02 00:00:00","Costieri D’Alesio","ispra",5
"R9","2019-07-02 00:00:00","Costieri D’Alesio","lamma",4
"R9","2019-07-02 00:00:00","Costiero gas","eni",10
"R9","2019-07-02 00:00:00","Costiero gas","ispra",3
"R9","2019-07-02 00:00:00","Costiero gas","lamma",4
"R9","2019-07-02 00:00:00","Depositi Costieri del Tirreno","eni",12
"R9","2019-07-02 00:00:00","Depositi Costieri del Tirreno","ispra",1
"R9","2019-07-02 00:00:00","Depositi Costieri del Tirreno","lamma",1
"R9","2019-07-02 00:00:00","Depositi Neri","eni",20
"R9","2019-07-02 00:00:00","Depositi Neri","ispra",3
"R9","2019-07-02 00:00:00","Depositi Neri","lamma",3
"R9","2019-07-02 00:00:00","Raffineria ENI","eni",27
"R9","2019-07-02 00:00:00","Raffineria ENI","ispra",4
"R9","2019-07-02 00:00:00","Raffineria ENI","lamma",3
"R9","2019-07-02 00:00:00","SAI","eni",14
"R9","2019-07-02 00:00:00","SAI","ispra",5
"R9","2019-07-02 00:00:00","SAI","lamma",4
"R9","2019-07-02 00:00:00","Toscopetrol","eni",11
"R9","2019-07-02 00:00:00","Toscopetrol","ispra",3
"R9","2019-07-02 00:00:00","Toscopetrol","lamma",1
