"data_evento","end","geometry","meteo","recettore","start","uid"
"2019-08-12 00:00:00","2019-08-12 01:15:00","POLYGON ((10.36501129262448 43.56189696237052, 10.35368952348244 43.56504613788972, 10.34518479801472 43.56693016144398, 10.33638845961559 43.57209114819981, 10.32582147508302 43.57502988640542, 10.31891006634085 43.57908443932138, 10.31137034771303 43.58350727658582, 10.30320231919956 43.58829831696874, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.30296903284867 43.5880881858723, 10.31113707336862 43.58329714912255, 10.31867681024195 43.57887431100859, 10.32558823579784 43.57481975726047, 10.33625575757812 43.57183895715616, 10.34495158683425 43.56672003384844, 10.35358128845624 43.56478784474921, 10.36487861153051 43.56164477127425, 10.36501129262448 43.56189696237052))","lamma","R1","2019-08-11 23:15:00",9
"2019-08-12 00:00:00","2019-08-12 01:30:00","POLYGON ((10.35871600256765 43.56209671180592, 10.35021127709993 43.56398082760339, 10.3414149387008 43.56914206706131, 10.33084795416823 43.57208094916972, 10.32393654542606 43.57613570063993, 10.31639682679824 43.58055875451063, 10.30822879828477 43.58535002955215, 10.30383062908521 43.58792978893887, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.30359734306781 43.58771965846808, 10.3079955233687 43.5851398983181, 10.31616356388741 43.58034862690952, 10.32370330075886 43.57592557218935, 10.33061472631301 43.57187081988698, 10.34128224317912 43.56888987587561, 10.34997807734653 43.56377069986996, 10.35860777285681 43.56183841852387, 10.35871600256765 43.56209671180592))","lamma","R1","2019-08-11 23:30:00",10
"2019-08-12 00:00:00","2019-08-12 01:45:00","POLYGON ((10.35335282652819 43.5621374206248, 10.34455648812907 43.56729881802087, 10.33398950359649 43.57023779006816, 10.32707809485433 43.57429266563425, 10.31953837622651 43.57871585488327, 10.31137034771303 43.58350727658583, 10.30697217851347 43.58608711494436, 10.30194569942826 43.58903536625943, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.3017124124104 43.58882523391171, 10.30673889964295 43.58587698438752, 10.31113707994313 43.58329714526576, 10.31930512046106 43.57850572719602, 10.32684485733134 43.57408253709754, 10.33375628288442 43.5700276606993, 10.34442379667941 43.5670466267464, 10.35311963391612 43.56192729280518, 10.35335282652819 43.5621374206248))","lamma","R1","2019-08-11 23:45:00",11
"2019-08-12 00:00:00","2019-08-12 02:00:00","POLYGON ((10.34747583415002 43.56449171184668, 10.33690884961744 43.56743082085712, 10.32999744087528 43.57148588540228, 10.32245772224746 43.57590928081179, 10.31428969373398 43.58070092585667, 10.30989152453442 43.58328088447721, 10.30486504544921 43.58622927323525, 10.30172349602095 43.58807194287803, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.3014271991888 43.58790908036814, 10.30463176931492 43.58601914075663, 10.30965825654667 43.58307075378936, 10.31405643684576 43.58049079440562, 10.32222447736251 43.57569915299334, 10.329764214231 43.57127575673439, 10.33667563978243 43.56722069135713, 10.34734314890095 43.56423952043701, 10.34747583415002 43.56449171184668))","lamma","R1","2019-08-12 00:00:00",12
"2019-08-12 00:00:00","2019-08-12 02:15:00","POLYGON ((10.34015494023757 43.56407172366367, 10.33324353149541 43.56812701434709, 10.32570381286759 43.57255065645473, 10.31753578435412 43.57734256875805, 10.31313761515455 43.57992267128792, 10.30811113606934 43.58287122451453, 10.30496958664108 43.58471399695058, 10.30205024062013 43.58752016061227, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.3017462990405 43.58736492244586, 10.30467330632147 43.58455113430375, 10.30787787295733 43.58266109187923, 10.31290436018813 43.5797125404433, 10.3173025404859 43.57713243715025, 10.32547058100125 43.57234052847929, 10.3330103178676 43.56791688552224, 10.33992174341705 43.56386159400674, 10.34015494023757 43.56407172366367))","lamma","R1","2019-08-12 00:15:00",13
"2019-08-12 00:00:00","2019-08-12 02:30:00","POLYGON ((10.33877924661655 43.56727445836552, 10.33123952798873 43.57169816308819, 10.32307149947526 43.57649014322499, 10.3186733302757 43.57907028228082, 10.31364685119048 43.58201887725159, 10.31050530176223 43.58386167577786, 10.30758595574127 43.58666787917124, 10.30433986512114 43.5900257161037, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.30426287715638 43.58976156159003, 10.30728201846003 43.58651264097119, 10.31020902563342 43.58369881309628, 10.31341359138346 43.58180874457653, 10.31844007861402 43.5788601513964, 10.32283825891146 43.5762800115774, 10.33100629942645 43.5714880350729, 10.33854603629226 43.56706432950084, 10.33877924661655 43.56727445836552))","lamma","R1","2019-08-12 00:30:00",14
"2019-08-12 00:00:00","2019-08-12 02:45:00","POLYGON ((10.33312445764568 43.57059226736725, 10.32495642913221 43.57538433549939, 10.32055825993265 43.5779645219376, 10.31553178084744 43.58091317105994, 10.31239023141918 43.58275600343109, 10.30947088539822 43.58556225836545, 10.3062247947781 43.5889201569741, 10.30068907965696 43.58977240652472, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.30045579197218 43.5895622729257, 10.30614780823224 43.58865600240765, 10.30916695369277 43.58540702012172, 10.3120939607266 43.5825931407044, 10.31529852532758 43.5807030383333, 10.32032501255781 43.57775439100155, 10.32472319285485 43.5751742038002, 10.33289123336936 43.57038213930027, 10.33312445764568 43.57059226736725))","lamma","R1","2019-08-12 00:45:00",15
"2019-08-12 00:00:00","2019-08-12 03:00:00","POLYGON ((10.3295355869519 43.57128748208463, 10.32513741775234 43.57386784405922, 10.32011093866713 43.57681669379554, 10.31696938923887 43.57865965155091, 10.31405004321792 43.58146609742789, 10.31080395259779 43.58482422452686, 10.30526823747665 43.58567653207157, 10.3033833078197 43.5867821507785, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.30309502175281 43.58661186697626, 10.30503496567768 43.58546639828156, 10.31072697130807 43.58456006976485, 10.31374613216715 43.58131085902239, 10.31667313868402 43.57849678865716, 10.31987769902848 43.57660656087779, 10.32490418625755 43.57365771293191, 10.32930236655298 43.57107735019421, 10.3295355869519 43.57128748208463))","lamma","R1","2019-08-12 01:00:00",16
"2019-08-12 00:00:00","2019-08-12 03:15:00","POLYGON ((10.3295355869519 43.57128748208462, 10.32450910786669 43.5742364581733, 10.32136755843843 43.57607949489925, 10.31844821241748 43.57888606103727, 10.31520212179735 43.58224433204593, 10.30966640667621 43.58309667611696, 10.30778147701926 43.58420234220694, 10.30320231919956 43.58829831696874, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.30296903284867 43.5880881858723, 10.30749320329825 43.58403205829634, 10.30943314488147 43.58288654220666, 10.31512514381772 43.58198017716074, 10.31814431437417 43.5787308225299, 10.32107132056549 43.57591663190026, 10.32427587822937 43.57402632513519, 10.3293023654577 43.57107735083686, 10.3295355869519 43.57128748208462))","lamma","R1","2019-08-12 01:15:00",17
"2019-08-12 00:00:00","2019-08-12 03:30:00","POLYGON ((10.33497940186878 43.57357280590858, 10.33183785244052 43.57541586294563, 10.32891850641956 43.57822246001459, 10.32567241579943 43.58158076803659, 10.32013670067829 43.58243312150215, 10.31825177102134 43.58353879977895, 10.31367261320164 43.58763481968943, 10.30927444400208 43.59021448115696, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.30924215666215 43.58994548624459, 10.31343932942425 43.58742468856202, 10.31796350047549 43.58336851584048, 10.31990344145647 43.5822229875609, 10.32559543867111 43.58131661311972, 10.32861461172157 43.57806722148101, 10.33154161782916 43.57525299991958, 10.33474617480364 43.57336267283951, 10.33497940186878 43.57357280590858))","lamma","R1","2019-08-12 01:30:00",18
"2019-08-12 00:00:00","2019-08-12 03:45:00","POLYGON ((10.34189081061094 43.56951788187382, 10.33897146458998 43.57232475382286, 10.33572537396986 43.5756833907785, 10.33018965884871 43.57653582773208, 10.32830472919176 43.57764161431205, 10.32372557137207 43.5817380354541, 10.31932740217251 43.58431794963156, 10.30885710817043 43.58498148347157, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.30862382482137 43.58477135800572, 10.31929511800874 43.58404895443913, 10.32349231046261 43.58152790405146, 10.32801648686022 43.57747133012587, 10.32995642248978 43.57632569351585, 10.33564840440616 43.57541923558004, 10.33866759961825 43.57216951505637, 10.34159460498183 43.56935501860723, 10.34189081061094 43.56951788187382))","lamma","R1","2019-08-12 01:45:00",19
"2019-08-12 00:00:00","2019-08-12 04:00:00","POLYGON ((10.35090935241737 43.56532047750567, 10.34766326179725 43.56867950506562, 10.3421275466761 43.56953204116014, 10.34024261701915 43.57063795634865, 10.33566345919946 43.57473485394789, 10.33126528999989 43.5773150682151, 10.32079499599781 43.57797867923814, 10.31074203782738 43.58387583169177, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.31050875547912 43.5836657081027, 10.32056173980379 43.5777685534447, 10.33123300960697 43.57704607269001, 10.33543022543955 43.57452472221837, 10.33995440818455 43.57046767186833, 10.34189433746073 43.56932190661735, 10.34758630121453 43.56841534953274, 10.35060552273759 43.56516523846256, 10.35090935241737 43.56532047750567))","lamma","R1","2019-08-12 02:00:00",20
"2019-08-12 00:00:00","2019-08-12 04:15:00","POLYGON ((10.35520298042506 43.56425557863253, 10.34966726530392 43.56510817734175, 10.34778233564696 43.56621417375592, 10.34320317782727 43.57031137227251, 10.33880500862771 43.57289177606818, 10.32833471462563 43.57355543583792, 10.3182817564552 43.57945302150316, 10.30634386862782 43.58645565425594, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.30611058394452 43.58624552628766, 10.3180484912581 43.57924289770703, 10.32810147557873 43.57334530983755, 10.3387727306159 43.57262278033298, 10.34296996121104 43.57010124033654, 10.3474941479641 43.5660438890898, 10.34943407322842 43.56489804259268, 10.35512602551342 43.56399142288843, 10.35520298042506 43.56425557863253))","lamma","R1","2019-08-12 02:15:00",21
"2019-08-12 00:00:00","2019-08-12 04:30:00","POLYGON ((10.35851186807203 43.56578175778586, 10.35662693841507 43.56688774183297, 10.35204778059538 43.57098489453324, 10.34764961139582 43.57356526947218, 10.33717931739374 43.57422892181998, 10.32712635922331 43.58012644152641, 10.31518847139593 43.58712899595219, 10.30764875276811 43.5915512422261, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.30768742961833 43.59128269295212, 10.31495518410096 43.58691886801536, 10.32689309141501 43.57991631776181, 10.33694607573625 43.57401879585112, 10.34761733302149 43.57329627376897, 10.35181456136909 43.57077476262871, 10.35633874751194 43.56671745719514, 10.35827867338705 43.56557162306819, 10.35851186807203 43.56578175778586))","lamma","R1","2019-08-12 02:30:00",22
"2019-08-12 00:00:00","2019-08-12 04:45:00","POLYGON ((10.36479496692854 43.56209499763881, 10.36021580910885 43.56619247633063, 10.35581763990929 43.56877305659065, 10.34534734590721 43.569436761747, 10.33529438773678 43.57533475076281, 10.3233564999094 43.58233786249976, 10.31581678128158 43.58676046076311, 10.30697217851347 43.58608711494436, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.30673889416371 43.58587698760167, 10.31585545504457 43.58649191126171, 10.32312323119557 43.58212773433902, 10.33506113850635 43.5751246267739, 10.34511412282323 43.56922663555398, 10.35578536411414 43.56850406065981, 10.35998260845231 43.5659823442024, 10.36450679893664 43.56192471279967, 10.36479496692854 43.56209499763881))","lamma","R1","2019-08-12 02:45:00",23
"2019-08-12 00:00:00","2019-08-12 05:00:00","POLYGON ((10.37063479420378 43.56298787189966, 10.36623662500422 43.56556858944417, 10.35576633100214 43.56623232991009, 10.34571337283171 43.5721306327217, 10.33377548500433 43.57913411709532, 10.32623576637651 43.58355695071049, 10.3173911636084 43.58288356905794, 10.30922313509493 43.58767465907977, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.30907840180344 43.58742598023026, 10.3171578916827 43.58267344156551, 10.32627443807554 43.58328840105703, 10.33354222871282 43.57892398878487, 10.34548013602142 43.57192050858279, 10.35553312033536 43.56602220356717, 10.36620435093337 43.56529959336111, 10.37040160596194 43.56277773962186, 10.37063479420378 43.56298787189966))","lamma","R1","2019-08-12 03:00:00",24
"2019-08-12 00:00:00","2019-08-11 23:00:00","POLYGON ((10.34589600458712 43.59718528522179, 10.34110482471268 43.59663572038733, 10.33794155892917 43.59614877765807, 10.33599532824853 43.59427828460855, 10.33371036229137 43.59162988809123, 10.32893315586653 43.59223997630038, 10.32516253003671 43.59233534251639, 10.3203182754958 43.59215146850981, 10.31447946764323 43.59140580320662, 10.30815293607621 43.59043182916795, 10.30407594189438 43.59144859039095, 10.30116930034974 43.59247535977141, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.30142218121614 43.59227755544087, 10.30391354738291 43.5912057388218, 10.30803236378122 43.59017643024315, 10.31455643143097 43.59114164476417, 10.32038255231615 43.59188552420419, 10.32518189372743 43.59206569296127, 10.32892022791612 43.5919701232451, 10.33364606265244 43.5913639467462, 10.33631007340309 43.59413483083469, 10.33823788889974 43.59598590914337, 10.34118180213032 43.59637156325942, 10.34595391436094 43.59691856902865, 10.34589600458712 43.59718528522179))","eni","R1","2019-08-11 21:00:00",0
"2019-08-12 00:00:00","2019-08-11 23:10:00","POLYGON ((10.34457781974433 43.5977033439905, 10.34141455396082 43.5972164099008, 10.33946832328018 43.59534595003779, 10.33718335732301 43.59269760050667, 10.33240615089818 43.59330767789221, 10.32863552506836 43.59340304241631, 10.32379127052744 43.59321917167188, 10.31795246267487 43.59247351959752, 10.31162593110785 43.59149956283783, 10.30754893692603 43.59251630602275, 10.30464229538139 43.59354305718725, 10.30227714503164 43.59194567575541, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.30242185998965 43.5916969883091, 10.30489518073533 43.59334525290517, 10.30738653952712 43.59227345450498, 10.3115053566677 43.59124416396431, 10.31802942783216 43.59220936120597, 10.32385554849167 43.59295322741706, 10.32865488910361 43.59313339291185, 10.33239322271743 43.59303782488756, 10.33711905653935 43.59243165921254, 10.33978307401032 43.59520249630362, 10.34171088918396 43.59705354142955, 10.34465479853202 43.59743918691351, 10.34457781974433 43.5977033439905))","eni","R1","2019-08-11 21:10:00",1
"2019-08-12 00:00:00","2019-08-11 23:20:00","POLYGON ((10.34208078121465 43.59870132879983, 10.34013455053402 43.59683091509543, 10.33784958457685 43.59418263091672, 10.33307237815202 43.59479269324787, 10.32930175232219 43.59488805541874, 10.32445749778128 43.59470418921157, 10.31861868992871 43.593958555537, 10.31229215836169 43.59298462281043, 10.30821516417986 43.59400134090644, 10.30530852263523 43.59502806673463, 10.30294337228548 43.59343072471991, 10.29947037725384 43.59236302531114, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.29982357617991 43.59227931733778, 10.30308809082306 43.59318203734495, 10.30556141423109 43.59483026251999, 10.3080527627647 43.59375848946012, 10.31217158093775 43.59272922400824, 10.31869565699096 43.59369439721626, 10.32452177733658 43.59443824502745, 10.32932111683667 43.5946184059847, 10.3330594496509 43.59452284031365, 10.33778528220094 43.59391668969336, 10.34044930901952 43.59668746141646, 10.34237712374384 43.59853846038896, 10.34208078121465 43.59870132879983))","eni","R1","2019-08-11 21:20:00",2
"2019-08-12 00:00:00","2019-08-11 23:30:00","POLYGON ((10.33968447376859 43.59915012584409, 10.33739950781142 43.59650194373598, 10.33262230138659 43.59711198255444, 10.32885167555677 43.59720734104987, 10.32400742101585 43.59702348192922, 10.31816861316328 43.59627787699238, 10.31184208159626 43.59530398180188, 10.30776508741443 43.59632066071286, 10.3048584458698 43.59734734696953, 10.30249329552005 43.59575006651837, 10.29902030048841 43.59468240825908, 10.29835407323457 43.59319739018186, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.29872193964558 43.59323509962049, 10.29937351298848 43.59459870034027, 10.30263801964873 43.59550137925483, 10.30511134721523 43.5971495428602, 10.30760267972608 43.59607780937812, 10.31172149951179 43.59504858311111, 10.31824558320097 43.59601371878222, 10.32407170305632 43.59675753785552, 10.32887104081976 43.59693769172585, 10.33260937238506 43.59684212973023, 10.3373352029485 43.59623600262315, 10.33999924436754 43.59900667225134, 10.33968447376859 43.59915012584409))","eni","R1","2019-08-11 21:30:00",3
"2019-08-12 00:00:00","2019-08-11 23:40:00","POLYGON ((10.33782229182478 43.60000156493948, 10.33304508539995 43.60061156827767, 10.32927445957012 43.60070692122695, 10.32443020502921 43.60052307279973, 10.31859139717664 43.59977751122766, 10.31226486560962 43.59880367267851, 10.3081878714278 43.5998202924598, 10.30528122988316 43.60084691900364, 10.30291607953342 43.59924973145101, 10.29944308450177 43.59818213528565, 10.29877685724794 43.59669720357358, 10.29922693401337 43.59437789828019, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.29959702440441 43.5943542809481, 10.29914474498174 43.59673491297386, 10.29979631748678 43.59809842744915, 10.30306081209981 43.59900104435562, 10.30553414594196 43.60064911505324, 10.30802545427239 43.59957744129346, 10.31214427649182 43.59854827415585, 10.31866837170467 43.59951335318435, 10.32449449082013 43.60025712889261, 10.32929382596273 43.60043727206891, 10.33303215564324 43.60034171561945, 10.33775798320862 43.59973562399343, 10.33782229182478 43.60000156493948))","eni","R1","2019-08-11 21:40:00",4
"2019-08-12 00:00:00","2019-08-11 23:50:00","POLYGON ((10.33640678547146 43.60185195639924, 10.33263615964163 43.60194730738268, 10.32779190510072 43.60176346274577, 10.32195309724814 43.60101791654451, 10.31562656568112 43.60004409807213, 10.3115495714993 43.60106069689467, 10.30864292995466 43.60208730227306, 10.30627777960492 43.60049014764864, 10.30280478457328 43.59942257349271, 10.30213855731944 43.59793767239314, 10.30258863408487 43.59561841491148, 10.3021658500715 43.5921185387778, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.30233402813606 43.59187777505472, 10.30295873207874 43.59559479758789, 10.30250645261178 43.59797538177983, 10.30315802481982 43.5993388656854, 10.30642251516232 43.60024146061286, 10.30889585122909 43.60188949837897, 10.31138715098799 43.60081784578799, 10.31550597407013 43.59978869960907, 10.32203007336792 43.60075375856032, 10.3278561922211 43.6014975188977, 10.33265552643467 43.60167765828347, 10.33639385544705 43.60158210379986, 10.33640678547146 43.60185195639924))","eni","R1","2019-08-11 21:50:00",5
"2019-08-12 00:00:00","2019-08-12 00:00:00","POLYGON ((10.33396349911314 43.60317756290591, 10.32911924457223 43.60299372202847, 10.32328043671965 43.60224819107287, 10.31695390515263 43.60127439251372, 10.31287691097081 43.60229097054822, 10.30997026942617 43.60331755493355, 10.30760511907643 43.60172043296918, 10.30413212404479 43.60065288064345, 10.30346589679095 43.599168009907, 10.30391597355638 43.59684879984768, 10.30349318954301 43.59334899527286, 10.30013148947151 43.59210843185917, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.30042384090014 43.5919418267538, 10.30366137105309 43.59310823160884, 10.30428607909145 43.59682518253255, 10.30383379958057 43.59920571928021, 10.30448537149402 43.60056917286508, 10.3077498576006 43.60147174599251, 10.31022319587395 43.60311975109532, 10.31271448713079 43.60204811950073, 10.31683331106866 43.60101899410977, 10.32335741441827 43.60198403314733, 10.3291835330113 43.60272777823898, 10.33398286630336 43.60290791386506, 10.33396349911314 43.60317756290591))","eni","R1","2019-08-11 22:00:00",6
"2019-08-12 00:00:00","2019-08-12 00:10:00","POLYGON ((10.32814273993527 43.60563267935298, 10.3223039320827 43.60488718110101, 10.31597740051568 43.60391342525808, 10.31190040633386 43.60492995869981, 10.30899376478922 43.60595649805257, 10.30662861443948 43.60435944614785, 10.30315561940783 43.60329194065041, 10.30248939215399 43.60180713504646, 10.30293946891942 43.5994880267136, 10.30251668490605 43.59598837564093, 10.29915498483455 43.59474786663627, 10.29782764536304 43.59351743874274, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.2981864102531 43.59358755556462, 10.29944734907468 43.59458126163988, 10.30268487380765 43.59574761210362, 10.30330959063232 43.59946440941655, 10.30285731102722 43.60184484439075, 10.30350888230868 43.6032082329341, 10.30677335932813 43.60411075929799, 10.30924670233516 43.60575869433418, 10.31173797535292 43.60468710777929, 10.31585680112651 43.6036580269809, 10.32238091316834 43.60462302330131, 10.32820703120327 43.6053667356891, 10.32814273993527 43.60563267935298))","eni","R1","2019-08-11 22:10:00",7
"2019-08-12 00:00:00","2019-08-12 00:20:00","POLYGON ((10.32448418907617 43.60603420100582, 10.31815765750915 43.60506046372988, 10.31408066332733 43.60607697778896, 10.31117402178269 43.60710349756794, 10.30880887143295 43.60550647611525, 10.30533587640131 43.60443899097214, 10.30466964914747 43.60295421367858, 10.3051197259129 43.60063514956202, 10.30469694189953 43.59713556521041, 10.30133524182803 43.59589507985508, 10.30000790235652 43.59466467541817, 10.30098440699348 43.59202523699232, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.30120225996212 43.59180652078597, 10.30036667406522 43.59473479221715, 10.30162761163715 43.59572847490606, 10.30486513401411 43.59689480172818, 10.30548985465806 43.60061153227284, 10.30503757501201 43.60299192301029, 10.30568914601877 43.6043552832828, 10.30895361908816 43.60525778932048, 10.31142696415285 43.60690569390162, 10.31391822924234 43.60583412692364, 10.3180370558139 43.60480506550779, 10.32456117163411 43.60577004326079, 10.32448418907617 43.60603420100582))","eni","R1","2019-08-11 22:20:00",8
"2019-08-12 00:00:00","2019-08-12 00:30:00","POLYGON ((10.32204735333912 43.60182028178144, 10.3179703591573 43.60283685059201, 10.31506371761266 43.60386342566244, 10.31269856726292 43.60226631818978, 10.30922557223128 43.60119877555039, 10.30855934497744 43.59971391828647, 10.30900942174287 43.59739472926907, 10.3085866377295 43.59389495644587, 10.305224937658 43.59265440428658, 10.3038975981865 43.59142393359008, 10.30487410282345 43.58878435303059, 10.30269384582997 43.58763700425906, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.30241391324521 43.58745950577619, 10.30509194404906 43.58856563667136, 10.30425635063479 43.59149405045375, 10.30551729173657 43.59248779920375, 10.30875482076844 43.59365419280807, 10.30937953062418 43.59737111195766, 10.30892725109381 43.59975162765369, 10.30957882287654 43.60111506778485, 10.31284330710353 43.60201763123934, 10.315316646356 43.60366562184901, 10.31780793384025 43.60259399957079, 10.32192675815782 43.6015648834037, 10.32204735333912 43.60182028178144))","eni","R1","2019-08-11 22:30:00",9
"2019-08-12 00:00:00","2019-08-12 00:40:00","POLYGON ((10.32170152478816 43.59950021690895, 10.31879488324353 43.60052684891428, 10.31642973289378 43.5989296528649, 10.31295673786214 43.59786205102026, 10.3122905106083 43.59637711140903, 10.31274058737373 43.59405779377841, 10.31231780336037 43.59055782688172, 10.30895610328887 43.58931720593288, 10.30762876381736 43.58808666700742, 10.30860526845431 43.5854469400897, 10.30642501146084 43.58429952770273, 10.30253531563086 43.58754065314333, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.30224702713416 43.5873703682992, 10.3061450943889 43.58412202907621, 10.30882309758917 43.58522822357306, 10.30798749643495 43.58815678393769, 10.30924844117109 43.58915060071225, 10.31248597705495 43.59031706308371, 10.31311067580302 43.59403417644413, 10.31265839639176 43.59641482081283, 10.31330996897345 43.59777834317625, 10.3165744646884 43.59868096575413, 10.31904779795654 43.60032904494933, 10.32153910849868 43.5992573657272, 10.32170152478816 43.59950021690895))","eni","R1","2019-08-11 22:40:00",10
"2019-08-12 00:00:00","2019-08-12 00:50:00","POLYGON ((10.32366225664865 43.59687671752239, 10.3212971062989 43.59527942457853, 10.31782411126726 43.59421175796902, 10.31715788401342 43.5927267282777, 10.31760796077885 43.59040726995642, 10.31718517676548 43.5869070907618, 10.31382347669398 43.58566639456373, 10.31249613722247 43.58443578100226, 10.31347264185943 43.58179589398255, 10.31129238486595 43.58064841200634, 10.30740268903597 43.58388973402126, 10.30367152340511 43.58722723329726, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.30340475881896 43.58703932692534, 10.30711441801108 43.58371944902385, 10.31101248476162 43.58047091322266, 10.31369045776969 43.5815771772937, 10.31285484814969 43.5845058980054, 10.31411579686101 43.58549978919235, 10.3173533402394 43.58666632678853, 10.31797802683817 43.5903836525971, 10.31752574755719 43.59276443772149, 10.31817732101276 43.59412805003915, 10.32144182929298 43.5950307372924, 10.32391515601559 43.5966789133917, 10.32366225664865 43.59687671752239))","eni","R1","2019-08-11 22:50:00",11
"2019-08-12 00:00:00","2019-08-12 01:00:00","POLYGON ((10.32454299365303 43.59266857924549, 10.32106999862138 43.5916008663152, 10.32040377136754 43.59011577219729, 10.32085384813298 43.58779621325208, 10.32043106411961 43.58429588221893, 10.31706936404811 43.58305513220153, 10.3157420245766 43.58182446525928, 10.31671852921356 43.57918446373236, 10.31453827222008 43.57803693198493, 10.3106485763901 43.5812783945926, 10.30691741075924 43.5846160386418, 10.30205003735413 43.58826691371455, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.30177440906159 43.58808588885168, 10.30665065774359 43.58442813215387, 10.31036031786 43.58110810948557, 10.31425838424995 43.57785943308883, 10.31693633566638 43.57896574692034, 10.31610071999215 43.58189458231455, 10.31736167154629 43.58288852672234, 10.32059922028432 43.58405511812031, 10.32122389819464 43.58777259587485, 10.32077161900683 43.5901534816697, 10.32142319308733 43.59151715832393, 10.32468771035349 43.59241989183391, 10.32454299365303 43.59266857924549))","eni","R1","2019-08-11 23:00:00",12
"2019-08-12 00:00:00","2019-08-12 01:10:00","POLYGON ((10.32603142009516 43.59312616470259, 10.32536519284132 43.59164110822268, 10.32581526960675 43.58932160806197, 10.32539248559339 43.58582136573293, 10.32203078552189 43.58458064715681, 10.32070344605038 43.58335001139963, 10.32167995068733 43.58071007676784, 10.31949969369386 43.57956257409675, 10.31560999786388 43.5828039545701, 10.31187883223302 43.58614151404277, 10.3070114588279 43.58979229659577, 10.30376557147378 43.59240326670904, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.30391028446706 43.59215457834168, 10.30673582355244 43.58961127179928, 10.311612072458 43.58595360762261, 10.31532173203445 43.5826336695271, 10.31921979863506 43.57938507526633, 10.32189776266509 43.58049136002777, 10.32106215052768 43.58342012842445, 10.32232310042108 43.5844140417406, 10.32556064602806 43.58558060170754, 10.32618532901408 43.58929799069521, 10.32573304977185 43.59167881767837, 10.32638462348727 43.59304245674716, 10.32603142009516 43.59312616470259))","eni","R1","2019-08-11 23:10:00",13
"2019-08-12 00:00:00","2019-08-12 01:20:00","POLYGON ((10.33025009366459 43.59329088170745, 10.33070017043002 43.59097144512877, 10.33027738641666 43.5874712987431, 10.32691568634515 43.58623061417422, 10.32558834687365 43.58500001214715, 10.3265648515106 43.58236014986994, 10.32438459451713 43.58121267864817, 10.32049489868715 43.5844539702841, 10.31676373305628 43.58779143827781, 10.31189635965117 43.59144212076031, 10.30865047229704 43.59405301930096, 10.30368905082327 43.59252774440472, 10.29880415 43.59087795, 10.29880415 43.59087795, 10.30384558945613 43.59228286896766, 10.30879518926684 43.59380433101284, 10.31162071682248 43.5912610960356, 10.31649696596987 43.58760353193097, 10.32020662496227 43.5842836853104, 10.32410469179072 43.58103517988877, 10.32678266946451 43.5821414332077, 10.32594706115276 43.58507012913903, 10.32720800924978 43.58606400882615, 10.33044555147001 43.58723053479692, 10.33107023994626 43.59094782777333, 10.33061796064516 43.59332859114505, 10.33025009366459 43.59329088170745))","eni","R1","2019-08-11 23:20:00",14
