"recettore","data_evento","source","meteo","numero_intersezioni"
"R8","2019-07-02 03:00:00","E","ispra",1
"R8","2019-07-02 03:00:00","E","lamma",1
"R8","2019-07-02 03:00:00","F","ispra",1
"R8","2019-07-02 03:00:00","F","lamma",1
"R9","2019-07-02 00:00:00","A","eni",32
"R9","2019-07-02 00:00:00","A","ispra",4
"R9","2019-07-02 00:00:00","A","lamma",3
"R9","2019-07-02 00:00:00","B","eni",36
"R9","2019-07-02 00:00:00","B","ispra",5
"R9","2019-07-02 00:00:00","B","lamma",4
"R9","2019-07-02 00:00:00","C","eni",14
"R9","2019-07-02 00:00:00","C","ispra",3
"R9","2019-07-02 00:00:00","C","lamma",1
"R9","2019-07-02 00:00:00","D","eni",20
"R9","2019-07-02 00:00:00","D","ispra",3
"R9","2019-07-02 00:00:00","D","lamma",3
"R9","2019-07-02 00:00:00","E","eni",14
"R9","2019-07-02 00:00:00","E","ispra",5
"R9","2019-07-02 00:00:00","E","lamma",4
"R9","2019-07-02 00:00:00","F","eni",10
"R9","2019-07-02 00:00:00","F","ispra",3
"R9","2019-07-02 00:00:00","F","lamma",4
"R9","2019-07-02 00:00:00","G","eni",14
"R9","2019-07-02 00:00:00","G","ispra",1
"R9","2019-07-02 00:00:00","G","lamma",1
